entry_id	topic	meaning_ru	ru_definition	en	fr	de	ar	zh	ru	es
better	descriptions	лучше	понятие или предмет: лучше	better|/ˈbɛtɝ/	meilleur|/mɛjœʁ/	besser|/ˈbɛsɐ/	أَفْضَل|aafdal	更好|gèng hǎo	лу́чше|luchshe	mejor|/meˈxoɾ/
blond	descriptions	русый	понятие или предмет: русый	blond|/ˈbɫɑnd/	blond|/blɔ̃/	blond|/blɔnt/	أَشْقَر|aashqar	金发|jīn fà	ру́сый|rusyi	rubio|/ˈruβ̞jo/
brown	descriptions	коричневый	понятие или предмет: коричневый	brown|/ˈbɹaʊn/	brun|/bʁœ̃/	braun|/bʁaʊ̯n/	أَسْمَر|aasmar	褐色|hè sè	кори́чневый|korichnevyi	marrón|/maˈrõn/
busy	descriptions	занятой	понятие или предмет: занятой	busy|/ˈbɪzi/	occupé|/ɔkype/	beschäftigt|/bəˈʃɛftɪkt/	مَشْغُول|mashghuwl	忙|máng	занято́й|zanyatoi	ocupado|/okuˈpað̞o/
different	descriptions	другой	понятие или предмет: другой	different|/ˈdɪfɝənt/	différent|/difeʁɑ̃/	verschieden|/fɛɐ̯ˈʃiːdn̩/	مُخْتَلِف|mukhtalif	不一样|bù yí yàng	друго́й|drugoi	diferente|/d̪ifeˈɾẽn̪t̪e/
difficult	descriptions	трудный	понятие или предмет: трудный	difficult|/ˈdɪfəkəɫt/	difficile|/difisil/	schwer|/ʃveːɐ̯/	صَعْب|saab	难|nán	тру́дный|trudnyi	difícil|/d̪iˈfisil/
fantastic	descriptions	чудесный	понятие или предмет: чудесный	fantastic|/fænˈtæstɪk/	fantastique|/fɑ̃tastik/	fantastisch|/fanˈtastɪʃ/	رَائِع|raaiia	奇妙|qí miào	чуде́сный|chudesnyi	fantástico|/fãn̪ˈt̪ast̪iko/
friendly	descriptions	дружелюбный	понятие или предмет: дружелюбный	friendly|/ˈfɹɛndɫi/	amical|/amikal/	freundlich|/ˈfʁɔɪ̯ntlɪç/	لَطِيف|latiyf	友好|yǒu hǎo	дружелю́бный|druzhelyubnyi	amistoso|/amistoso/
gray	descriptions	серый	понятие или предмет: серый	gray|/ˈɡɹeɪ/	gris|/gʁi/	grau|/ɡʁaʊ̯/	رَمَادِيّ|ramaadiy	灰色|huī sè	се́рый|seryi	gris|/ˈgɾis/
green	descriptions	зелёный	понятие или предмет: зелёный	green|/ˈɡɹin/	vert|/vɛʁ/	grün|/ɡʁyːn/	أَخْضَر|aakhdar	绿色的|lǜ sè de	зелёный|zelenyi	verde|/ˈbeɾð̞e/
kind	descriptions	добрый	понятие или предмет: добрый	kind|/ˈkaɪnd/	aimable|/ɛmabl/	gütig|/ˈɡyːtɪk/	طَيِّب|tayib	善良|shàn liáng	до́брый|dobryi	bondadoso|/bondaˈðoso/
difference	descriptions	различие	понятие или предмет: различие	difference|/ˈdɪfɝəns/	différence|/difeʁɑ̃s/	Unterschied|/ˈʊntɐˌʃiːt/	فَرْق|farq	差别|chā bié	разли́чие|razlichie	diferencia|/d̪ifeˈɾẽnsja/
long	descriptions	длинный	понятие или предмет: длинный	long|/ˈɫɔŋ/	long|/lɔ̃/	lang|/laŋ/	طَوِيل|tawiyl	长|zhǎng	дли́нный|dlinnyi	largo|/ˈlaɾɣ̞o/
main	descriptions	главный	понятие или предмет: главный	main|/ˈmeɪn/	principal|/pʁɛ̃sipal/	haupt-|/haʊ̯pt/	رَئِيسِيّ|raiiysiy	首要|shǒu yào	гла́вный|glavnyi	principal|/pɾĩnsiˈpal/
married	descriptions	женатый	понятие или предмет: женатый	married|/ˈmɛɹid/	mariée|/maʁje/	verheiratet|/fɛɐ̯ˈhaɪ̯ʁaːtət/	مُتَزَوِّج|mutazawij	已婚|yǐ hūn	жена́тый|zhenatyi	casado|/kaˈsað̞o/
modern	descriptions	современный	понятие или предмет: современный	modern|/ˈmɑdɝn/	moderne|/mɔdɛʁn/	modern|/moˈdɛʁn/	عَصْرِيّ|aasriy	现代的|xiàn dài de	совреме́нный|sovremennyi	moderno|/moˈð̞eɾno/
natural	descriptions	природный	понятие или предмет: природный	natural|/ˈnætʃɝəɫ/	naturel|/natyʁɛl/	natürlich|/naˈtyːɐ̯lɪç/	طَبِيعِيّ|tabiyaiy	自然的|zì rán de	приро́дный|prirodnyi	natural|/nat̪uˈɾal/
perfect	descriptions	совершенный	понятие или предмет: совершенный	perfect|/ˈpɝˌfɪkt/	parfait|/paʁfɛ/	perfekt|/ˈpɛʁfɛkt/	كَامِل|kaamil	完美|wán měi	соверше́нный|sovershennyi	perfecto|/peɾˈfekt̪o/
pink	descriptions	розовый	понятие или предмет: розовый	pink|/ˈpɪŋk/	rose|/ʁoz/	pink|/pɪŋk/	زَهْرِيّ|zahriy	粉红色|fěn hóng sè	ро́зовый|rozovyi	rosado|/roˈsað̞o/
popular	descriptions	популярный	понятие или предмет: популярный	popular|/ˈpɑpjəɫɝ/	populaire|/pɔpylɛʁ/	populär|/popuˈlɛːɐ̯/	شَعْبِيّ|shaabiy	受欢迎的|shòu huān yíng de	популя́рный|populyarnyi	popular|/popuˈlaɾ/
possible	descriptions	возможный	понятие или предмет: возможный	possible|/ˈpɑsəbəɫ/	possible|/pɔsibl/	möglich|/ˈmøːklɪç/	مُمْكِن|mumkin	可能|kě néng	возмо́жный|vozmozhnyi	posible|/poˈsiβ̞le/
pretty	descriptions	хорошенький	понятие или предмет: хорошенький	pretty|/ˈpɹɪti/	joli|/ʒɔli/	anmutig|/ˈanmuːtɪk/	جَمِيل|jamiyl	漂亮|piào liàng	хоро́шенький|khoroshenkii	bonito|/boˈnit̪o/
purple	descriptions	фиолетовый	понятие или предмет: фиолетовый	purple|/ˈpɝpəɫ/	violet|/vjɔlɛ/	purpurn|/ˈpuːɐ̯puːɐ̯n/	أُرْجُوَانِيّ|aurjuwaaniy	紫色|zǐ sè	фиоле́товый|fioletovyi	morado|/moˈɾað̞o/
quick	descriptions	быстрый	понятие или предмет: быстрый	quick|/ˈkwɪk/	rapide|/ʁapid/	schnell|/ʃnɛl/	سَرِيع|sariya	快|kuài	бы́стрый|bystryi	rápido|/ˈrapið̞o/
quiet	descriptions	тихий	понятие или предмет: тихий	quiet|/ˈkwaɪət/	calme|/kalm/	still|/ʃtɪl/	صَامِت|saamit	安静|ān jìng	ти́хий|tikhii	quieto|/ˈkjet̪o/
real	descriptions	настоящий	понятие или предмет: настоящий	real|/ˈɹiɫ/	réel|/ʁeɛl/	wirklich|/ˈvɪʁklɪç/	حَقِيقِيّ|haqiyqiy	真的|zhēn de	настоя́щий|nastoyashchii	real|/reˈal/
same	descriptions	одинаковый	понятие или предмет: одинаковый	same|/ˈseɪm/	même|/mɛm/	selbe|/ˈzɛlbə/	نَفْسَهُ|nafsahu	同一|tóng yī	одина́ковый|odinakovyi	mismo|/ˈmismo/
similar	descriptions	подобный	понятие или предмет: подобный	similar|/ˈsɪməɫɝ/	similaire|/similɛʁ/	ähnlich|/ˈɛːnlɪç/	مُمَاثِل|mumaathil	类似|lèi sì	подо́бный|podobnyi	similar|/simiˈlaɾ/
slow	descriptions	медленный	понятие или предмет: медленный	slow|/ˈsɫoʊ/	lent|/lɑ̃/	langsam|/ˈlaŋzaːm/	بَطِيء|batiy	慢|màn	ме́дленный|medlennyi	lento|/ˈlẽn̪t̪o/
special	descriptions	особый	понятие или предмет: особый	special|/ˈspɛʃəɫ/	spécial|/spesjal/	speziell|/ʃpeˈt͡si̯ɛl/	خَاصّ|khaas	特别的|tè bié de	осо́бый|osobyi	especial|/espeˈsjal/
sure	descriptions	уверенный	понятие или предмет: уверенный	sure|/ˈʃʊɹ/	sûr|/syʁ/	sicher|/ˈzɪçɐ/	أَكِيد|aakiyd	确定|què dìng	уве́ренный|uverennyi	seguro|/seˈɣ̞uɾo/
point	descriptions	точка	понятие или предмет: точка	point|/ˈpɔɪnt/	point|/pwɛ̃/	Punkt|/pʊŋkt/	نُقْطَة|nuqtaa	点|diǎn	то́чка|tochka	punto|/ˈpũn̪t̪o/
true	descriptions	верный	понятие или предмет: верный	true|/ˈtɹu/	vrai|/vʁɛ/	wahr|/vaːɐ̯/	حَقّ|haq	真|zhēn	ве́рный|vernyi	cierto|/ˈsjeɾt̪o/
wrong	descriptions	неправильный	понятие или предмет: неправильный	wrong|/ˈɹɔŋ/	erroné|/ɛʁɔne/	falsch|/falʃ/	خَاطِئ|khaatii	错|cuò	непра́вильный|nepravilnyi	incorrecto|/ĩŋkoˈrekt̪o/
yellow	descriptions	жёлтый	понятие или предмет: жёлтый	yellow|/ˈjɛɫoʊ/	jaune|/ʒon/	gelb|/ɡɛlp/	أَصْفَر|aasfar	黄色|huáng sè	жёлтый|zheltyi	amarillo|/amaɾiʎo/
only	descriptions	единственный	понятие или предмет: единственный	only|/ˈoʊnɫi/	unique|/ynik/	einzig|/ˈaɪ̯nt͡sɪk/	وَحِيد|wahiyd	唯一|wéi yī	еди́нственный|edinstvennyi	único|/ˈuniko/
common	descriptions	общий	понятие или предмет: общий	common|/ˈkɑmən/	commun|/kɔmœ̃/	gemeinsam|/ɡəˈmaɪ̯nzaːm/	شَائِع|shaaiia	共同|gòng tóng	о́бщий|obshchii	común|/koˈmũn/
very	descriptions	очень	понятие или предмет: очень	very|/ˈvɛɹi/	très|/tʁɛ/	sehr|/zeːɐ̯/	جِدًّا|jidana	很|hěn	о́чень|ochen	muy|/ˈmuj/
famous	descriptions	известный	понятие или предмет: известный	famous|/ˈfeɪməs/	fameux|/famø/	bekannt|/bəˈkant/	مَشْهُور|mashhuwr	有名|yǒu míng	изве́стный|izvestnyi	famoso|/faˈmoso/
